  ▲ Next.js 14.2.28
  - Local:        http://localhost:3000
  - Environments: .env
  - Experiments (use with caution):
 GET /api/auth/me 401 in 615ms
 GET /api/companies 500 in 665ms
 GET /api/companies 500 in 588ms
 GET /api/companies 500 in 579ms
 GET /api/companies 500 in 579ms
 GET /api/stories? 401 in 755ms
 GET /api/companies 500 in 40ms
 GET /api/companies 500 in 39ms
 GET /api/companies 500 in 39ms
 GET /api/companies 500 in 39ms
 GET /api/stories? 401 in 45ms
 GET /api/companies 500 in 57ms
 GET /api/companies 500 in 57ms
 GET /api/questions?company=meta 200 in 843ms
 GET /api/questions?critical=true&company=meta 200 in 805ms
 GET /api/faqs 200 in 856ms
 GET /api/categories 200 in 866ms
 GET /api/companies 500 in 44ms
 GET /api/companies 500 in 44ms
 GET /api/companies 500 in 43ms
 GET /api/companies 500 in 43ms
 GET /api/tags 200 in 883ms
 GET /api/stories? 401 in 57ms
 GET /api/companies 500 in 65ms
 GET /api/companies 500 in 66ms
 GET /api/questions?company=meta 200 in 68ms
 GET /api/questions?critical=true&company=meta 200 in 77ms
 GET /api/faqs 200 in 78ms
 GET /api/categories 200 in 81ms
 GET /api/tags 200 in 81ms
 GET /api/companies 500 in 96ms
 GET /api/companies 500 in 96ms
 GET /api/companies 500 in 95ms
 GET /api/companies 500 in 95ms
 GET /api/stories? 401 in 85ms
 GET /api/tags 200 in 27ms
 GET /api/companies 500 in 40ms
 GET /api/companies 500 in 39ms
 GET /api/companies 500 in 39ms
 GET /api/tags 200 in 32ms
 GET /api/companies 500 in 35ms
 GET /api/companies 500 in 35ms
 GET /login 200 in 78ms
 GET /api/auth/me 401 in 548ms
 GET /api/companies 500 in 520ms
 GET /?redirect=%2Fretrospective&company=meta 200 in 1145ms
 GET /stories?redirect=%2Fretrospective&company=meta 200 in 1183ms
 GET /critical?redirect=%2Fretrospective&company=meta 200 in 1187ms
 GET /companies?redirect=%2Fretrospective&company=meta 200 in 1188ms
 GET /comprehensive?redirect=%2Fretrospective&company=meta 200 in 1194ms
 GET /faq?redirect=%2Fretrospective&company=meta 200 in 1174ms
 GET /login?redirect=%2Fretrospective 200 in 1129ms
 GET /signup 200 in 1235ms
 GET /api/auth/me 401 in 185ms
 GET /api/companies 500 in 192ms
 GET /api/companies 500 in 95ms
 GET /api/companies 500 in 29ms
 GET /api/auth/me 401 in 118ms
 GET /api/auth/me 401 in 131ms
 GET /api/auth/me 401 in 145ms
 GET /api/auth/me 401 in 127ms
 GET /api/auth/me 401 in 120ms
 GET /api/auth/me 401 in 119ms
 GET /api/auth/me 401 in 112ms
 GET /api/auth/me 401 in 104ms
 GET /api/companies 500 in 151ms
 GET /api/auth/me 401 in 134ms
 GET /api/companies 500 in 164ms
 GET /api/companies 500 in 164ms
 GET /api/companies 500 in 164ms
 GET /api/companies 500 in 147ms
 GET /api/companies 500 in 146ms
 GET /api/companies 500 in 146ms
 GET /api/companies 500 in 146ms
 GET /api/stories? 401 in 191ms
 GET /api/auth/me 401 in 193ms
 GET /api/questions?critical=true&company=meta 200 in 239ms
 GET /api/auth/me 401 in 182ms
 GET /api/auth/me 401 in 182ms
 GET /api/auth/me 401 in 182ms
 GET /api/auth/me 401 in 182ms
 GET /api/auth/me 401 in 182ms
 GET /api/auth/me 401 in 181ms
 GET /api/questions?company=meta 200 in 281ms
 GET /api/tags 200 in 278ms
 GET /api/faqs 200 in 280ms
 GET /api/companies 500 in 105ms
 GET /api/companies 500 in 87ms
 GET /api/companies 500 in 87ms
 GET /api/companies 500 in 75ms
 GET /api/companies 500 in 75ms
 GET /api/companies 500 in 75ms
 GET /api/companies 500 in 75ms
 GET /api/companies 500 in 75ms
 GET /api/categories 200 in 353ms
 GET /api/stories? 401 in 106ms
 GET /api/questions?company=meta 200 in 125ms
 GET /api/questions?critical=true&company=meta 200 in 127ms
 GET /api/tags 200 in 76ms
 GET /api/faqs 200 in 99ms
 GET /api/companies 500 in 91ms
 GET /api/companies 500 in 92ms
 GET /api/companies 500 in 92ms
 GET /api/companies 500 in 92ms
 GET /api/companies 500 in 92ms
 GET /api/companies 500 in 92ms
 GET /api/companies 500 in 92ms
 GET /api/categories 200 in 100ms
 GET /api/companies 500 in 82ms
 GET /api/stories? 401 in 87ms
 GET /api/tags 200 in 45ms
 GET /api/companies 500 in 61ms
 GET /api/companies 500 in 61ms
 GET /api/companies 500 in 61ms
 GET /api/companies 500 in 61ms
 GET /api/companies 500 in 60ms
 GET /api/companies 500 in 60ms
 GET /api/companies 500 in 60ms
 GET /api/companies 500 in 51ms
 GET /api/stories? 401 in 61ms
 GET /api/tags 200 in 35ms
 GET /api/companies 500 in 39ms
 GET /api/companies 500 in 38ms
 GET /api/companies 500 in 38ms
 GET /api/companies 500 in 38ms
 GET /api/companies 500 in 22ms
 GET /api/companies 500 in 42ms
 GET /api/companies 500 in 43ms
 GET /api/companies 500 in 43ms
 GET /api/companies 500 in 20ms
 GET /api/companies 500 in 21ms
 GET /critical?redirect=/retrospective&company=meta 200 in 98ms
 GET / 200 in 137ms
 GET /?redirect=/retrospective&company=meta 200 in 137ms
 GET /comprehensive?redirect=/retrospective&company=meta 200 in 137ms
 GET /signup 200 in 141ms
 GET /?company=meta 200 in 141ms
 GET /companies?redirect=/retrospective&company=meta 200 in 146ms
 GET /stories?company=meta 200 in 150ms
 GET /login?redirect=/retrospective 200 in 155ms
 GET /login?redirect=/retrospective 200 in 156ms
 GET /comprehensive?company=meta 200 in 99ms
 GET /stories?redirect=/retrospective&company=meta 200 in 106ms
 GET /faq?company=meta 200 in 85ms
 GET /faq?redirect=/retrospective&company=meta 200 in 86ms
 GET /login 200 in 113ms
 GET /critical?company=meta 200 in 91ms
 GET /companies?company=meta 200 in 101ms
 GET / 200 in 53ms
 GET /api/auth/me 401 in 29ms
 GET /api/companies 500 in 31ms
 GET /api/auth/me 401 in 26ms
 GET /api/companies 500 in 22ms
 GET /api/companies 500 in 19ms
 GET /api/companies 500 in 17ms
 GET /api/companies 500 in 18ms
 GET /api/companies 500 in 19ms
 GET /api/companies 500 in 30ms
 GET /api/companies 500 in 23ms
 GET /api/auth/me 401 in 18ms
 POST /api/auth/login 401 in 673ms
 POST /api/auth/login 200 in 346ms
 GET /api/companies 500 in 26ms
 GET /api/companies 500 in 21ms
 GET /api/companies 401 in 29ms
 GET /login 200 in 273ms
 ✓ Compiled /login in 362ms (772 modules)
 GET / 200 in 69ms
 GET / 200 in 77ms
 GET / 200 in 36ms
 GET /api/companies 401 in 44ms
 ✓ Compiled /api/auth/me in 246ms (785 modules)
 GET /api/auth/me 401 in 314ms
 GET /api/companies 401 in 60ms
 GET /api/auth/me 401 in 23ms
 GET /api/companies 401 in 17ms
 GET /api/companies 401 in 15ms
 GET /api/companies 401 in 20ms
 GET /api/companies 401 in 17ms
 GET /api/companies 401 in 16ms
 GET /api/companies 401 in 17ms
[?25h
