  ▲ Next.js 14.2.28
  - Local:        http://localhost:3000
  - Environments: .env
  - Experiments (use with caution):
 GET /api/companies 200 in 62ms
 GET /api/companies 200 in 63ms
 GET /api/stories 200 in 838ms
 GET /api/companies 200 in 23ms
 GET /api/tags 200 in 886ms
 GET /api/categories 200 in 852ms
 GET /api/faqs 200 in 852ms
 GET /api/questions?critical=true&company=meta 200 in 867ms
 GET /api/questions?company=meta 200 in 871ms
 GET /api/questions? 200 in 874ms
 GET /api/companies 200 in 88ms
 GET /api/companies 200 in 56ms
 GET /api/companies 200 in 58ms
 GET /api/companies 200 in 59ms
 GET /api/companies 200 in 59ms
 GET /api/companies 200 in 60ms
 GET /api/stories 200 in 85ms
 GET /api/tags 200 in 74ms
 GET /api/categories 200 in 82ms
 GET /api/questions?critical=true&company=meta 200 in 82ms
 GET /api/faqs 200 in 83ms
 GET /api/questions?company=meta 200 in 84ms
 GET /api/questions? 200 in 88ms
 GET /api/companies 200 in 93ms
 GET /api/companies 200 in 42ms
 GET /api/companies 200 in 43ms
 GET /api/companies 200 in 44ms
 GET /api/companies 200 in 45ms
 GET /api/categories 200 in 62ms
 GET /api/questions?company=meta 200 in 75ms
 GET /api/companies 200 in 30ms
 GET /api/companies 200 in 30ms
 GET /api/companies 200 in 31ms
 GET /api/categories 200 in 39ms
 GET /api/companies 200 in 41ms
 GET /api/companies 200 in 41ms
 GET /api/companies 200 in 42ms
 GET /api/categories 200 in 47ms
 GET /api/companies 200 in 26ms
 GET /api/companies 200 in 26ms
 GET /api/companies 200 in 22ms
 GET /api/companies 200 in 20ms
 ○ Compiling /signup ...
 ✓ Compiled /signup in 654ms (1559 modules)
 GET /login 200 in 884ms
 GET /critical?redirect=%2Fretrospective&company=meta 200 in 841ms
 GET /stories?redirect=%2Fretrospective&company=meta 200 in 840ms
 GET /comprehensive?redirect=%2Fretrospective&company=meta 200 in 857ms
 GET /faq?redirect=%2Fretrospective&company=meta 200 in 843ms
 GET /?redirect=%2Fretrospective&company=meta 200 in 890ms
 GET /login?redirect=%2Fretrospective 200 in 818ms
 GET /signup 200 in 908ms
 GET /api/auth/me 401 in 117ms
 GET /api/auth/me 401 in 136ms
 GET /api/auth/me 401 in 134ms
 GET /api/auth/me 401 in 134ms
 GET /api/auth/me 401 in 115ms
 GET /api/auth/me 401 in 186ms
 GET /api/auth/me 401 in 123ms
 GET /api/auth/me 401 in 178ms
 GET /api/auth/me 401 in 168ms
 GET /api/stories 200 in 298ms
 GET /api/tags 200 in 322ms
 GET /api/auth/me 401 in 136ms
 GET /api/auth/me 401 in 136ms
 GET /api/auth/me 401 in 136ms
 GET /api/auth/me 401 in 136ms
 GET /api/companies 200 in 247ms
 GET /api/companies 200 in 248ms
 GET /api/companies 200 in 352ms
 GET /api/companies 200 in 270ms
 GET /api/companies 200 in 250ms
 GET /api/companies 200 in 262ms
 GET /api/categories 200 in 344ms
 GET /api/faqs 200 in 307ms
 GET /api/auth/me 401 in 169ms
 GET /api/companies 200 in 211ms
 GET /api/companies 200 in 172ms
 GET /api/questions?company=meta 200 in 358ms
 GET /api/questions? 200 in 379ms
 GET /api/questions?critical=true&company=meta 200 in 294ms
 GET /api/auth/me 401 in 194ms
 GET /api/auth/me 401 in 194ms
 GET /api/stories 200 in 105ms
 GET /api/categories 200 in 84ms
 GET /api/tags 200 in 88ms
 GET /api/companies 200 in 108ms
 GET /api/companies 200 in 109ms
 GET /api/companies 200 in 111ms
 GET /api/companies 200 in 113ms
 GET /api/companies 200 in 113ms
 GET /api/companies 200 in 113ms
 GET /api/faqs 200 in 86ms
 GET /api/companies 200 in 91ms
 GET /api/companies 200 in 97ms
 GET /api/questions?company=meta 200 in 123ms
 GET /api/questions?critical=true&company=meta 200 in 124ms
 GET /api/questions? 200 in 129ms
 GET /api/categories 200 in 72ms
 GET /api/companies 200 in 73ms
 GET /api/companies 200 in 49ms
 GET /api/companies 200 in 50ms
 GET /api/companies 200 in 51ms
 GET /api/companies 200 in 52ms
 GET /api/companies 200 in 53ms
 GET /api/companies 200 in 66ms
 GET /api/companies 200 in 67ms
 GET /api/questions?company=meta 200 in 86ms
 GET /api/categories 200 in 50ms
 GET /api/companies 200 in 51ms
 GET /api/companies 200 in 52ms
 GET /api/companies 200 in 53ms
 GET /api/companies 200 in 53ms
 GET /api/companies 200 in 53ms
 GET /api/companies 200 in 54ms
 GET /api/companies 200 in 64ms
 GET /api/companies 200 in 65ms
 GET /api/companies 200 in 31ms
 GET /api/companies 200 in 32ms
 GET /api/companies 200 in 33ms
 GET /api/categories 200 in 44ms
 GET /api/companies 200 in 34ms
 GET /api/companies 200 in 34ms
 GET /api/companies 200 in 35ms
 GET /api/companies 200 in 29ms
 GET /api/companies 200 in 36ms
 GET /api/companies 200 in 28ms
 GET /api/companies 200 in 19ms
 GET /api/companies 200 in 20ms
 GET /comprehensive?company=meta 200 in 93ms
 GET /comprehensive?redirect=/retrospective&company=meta 200 in 113ms
 GET /stories?company=meta 200 in 119ms
 GET /critical?redirect=/retrospective&company=meta 200 in 127ms
 GET /?redirect=/retrospective&company=meta 200 in 127ms
 GET / 200 in 127ms
 GET /login 200 in 129ms
 GET /stories?redirect=/retrospective&company=meta 200 in 129ms
 GET /faq?redirect=/retrospective&company=meta 200 in 136ms
 GET /login?redirect=/retrospective 200 in 135ms
 GET /signup 200 in 53ms
 GET /faq?company=meta 200 in 54ms
 GET /critical?company=meta 200 in 58ms
 GET /?company=meta 200 in 61ms
 GET /login?redirect=/retrospective 200 in 66ms
 GET /comprehensive 200 in 47ms
 GET /api/auth/me 401 in 42ms
 GET /api/categories 200 in 64ms
 GET /api/questions? 200 in 77ms
 GET /api/companies 200 in 78ms
 GET /api/auth/me 401 in 74ms
 GET /api/companies 200 in 47ms
 GET /api/categories 200 in 61ms
 GET /api/questions? 200 in 53ms
 GET /api/companies 200 in 31ms
 GET /api/categories 200 in 45ms
 GET /api/questions? 200 in 49ms
 GET /api/companies 200 in 88ms
 GET /api/categories 200 in 104ms
 GET /api/questions? 200 in 128ms
 GET /api/companies 200 in 144ms
 GET /api/companies 200 in 42ms
 GET /api/companies 200 in 39ms
 GET /api/companies 200 in 44ms
 GET /api/companies 200 in 20ms
 GET /api/categories 200 in 22ms
 GET /api/categories 200 in 24ms
 GET /api/questions 200 in 27ms
 GET /api/questions 200 in 26ms
 GET /api/categories 200 in 21ms
 GET /api/categories 200 in 23ms
 GET /api/questions 200 in 27ms
 ✓ Compiled /api/companies in 873ms (1439 modules)
 ✓ Compiled in 0ms (721 modules)
 ✓ Compiled in 1ms (721 modules)
 ✓ Compiled in 0ms (721 modules)
 GET /api/categories 200 in 803ms
 GET /api/questions? 200 in 807ms
 GET /api/companies 200 in 930ms
 GET /api/companies 200 in 20ms
 GET /api/questions? 200 in 123ms
 GET /api/categories 200 in 125ms
 ✓ Compiled in 700ms (1441 modules)
 GET /api/categories 200 in 150ms
 GET /api/companies 200 in 155ms
 GET /api/questions? 200 in 164ms
 GET /api/companies 200 in 24ms
 GET /api/categories 200 in 29ms
 GET /api/questions? 200 in 30ms
 GET /comprehensive 200 in 117ms
 ✓ Compiled /api/auth/me in 356ms (810 modules)
 GET /api/auth/me 401 in 892ms
 GET /api/auth/me 401 in 24ms
 GET /api/companies 200 in 923ms
 GET /api/categories 200 in 920ms
 GET /api/questions? 200 in 924ms
 GET /api/companies 200 in 27ms
 GET /api/categories 200 in 42ms
 GET /api/questions? 200 in 36ms
 GET /api/companies 200 in 23ms
 GET /api/companies 200 in 26ms
 GET /api/companies 200 in 19ms
 GET /api/companies 200 in 18ms
 ✓ Compiled /api/seed in 222ms (812 modules)
 POST /api/seed 200 in 690ms
 GET /comprehensive 200 in 84ms
 GET /api/auth/me 401 in 40ms
 GET /api/auth/me 401 in 43ms
 GET /api/companies 200 in 149ms
 GET /api/questions? 200 in 141ms
 GET /api/categories 200 in 166ms
 GET /api/companies 200 in 25ms
 GET /api/questions? 200 in 28ms
 GET /api/companies 200 in 22ms
 GET /api/categories 200 in 36ms
 GET /api/companies 200 in 17ms
 GET /api/companies 200 in 52ms
 GET /api/companies 200 in 51ms
 GET /api/questions 200 in 30ms
 GET /api/categories 200 in 23ms
 GET /api/questions 200 in 27ms
 GET /api/questions 200 in 27ms
 ✓ Compiled in 639ms (1532 modules)
 GET /comprehensive 200 in 75ms
 GET /api/auth/me 401 in 72ms
 GET /api/auth/me 401 in 60ms
 GET /api/companies 200 in 179ms
 GET /api/categories 200 in 192ms
 GET /api/questions? 200 in 209ms
 GET /api/companies 200 in 44ms
 GET /api/categories 200 in 55ms
 GET /api/questions? 200 in 99ms
 GET /api/companies 200 in 134ms
 GET /api/companies 200 in 64ms
 GET /api/companies 200 in 41ms
 GET /api/companies 200 in 34ms
 ✓ Compiled in 581ms (1530 modules)
 GET /comprehensive 200 in 65ms
 GET /api/auth/me 401 in 45ms
 GET /api/auth/me 401 in 45ms
 GET /api/companies 200 in 182ms
 GET /api/questions? 200 in 167ms
 GET /api/categories 200 in 176ms
 GET /api/companies 200 in 23ms
 GET /api/questions? 200 in 29ms
 GET /api/categories 200 in 26ms
 GET /api/companies 200 in 20ms
 GET /api/companies 200 in 47ms
 GET /api/companies 200 in 60ms
 GET /api/companies 200 in 55ms
 ✓ Compiled in 496ms (1530 modules)
 GET /api/companies 200 in 153ms
 GET /api/categories 200 in 163ms
 GET /api/questions? 200 in 172ms
 GET /api/companies 200 in 31ms
 GET /api/categories 200 in 36ms
 GET /api/questions? 200 in 43ms
 GET /api/companies 200 in 36ms
 GET /api/categories 200 in 25ms
 GET /api/questions? 200 in 33ms
 GET /api/companies 200 in 28ms
 GET /api/categories 200 in 23ms
 GET /api/companies 200 in 18ms
 GET /api/questions? 200 in 30ms
 GET /api/categories 200 in 32ms
 GET /api/companies 200 in 28ms
 GET /api/questions? 200 in 39ms
 GET /api/companies 200 in 36ms
 GET /api/categories 200 in 41ms
 GET /api/companies 200 in 26ms
 GET /api/categories 200 in 33ms
 GET /api/questions? 200 in 39ms
 GET /api/companies 200 in 29ms
 GET /api/categories 200 in 24ms
 GET /api/companies 200 in 25ms
 GET /api/questions? 200 in 33ms
 GET /api/categories 200 in 28ms
 GET /api/questions? 200 in 26ms
 GET /api/categories 200 in 23ms
 GET /api/questions? 200 in 29ms
 GET /api/questions? 200 in 29ms
 ✓ Compiled in 505ms (1530 modules)
 GET /comprehensive 200 in 57ms
 GET /api/auth/me 401 in 51ms
 GET /api/auth/me 401 in 28ms
 GET /api/companies 200 in 163ms
 GET /api/questions? 200 in 181ms
 GET /api/categories 200 in 185ms
 GET /api/companies 200 in 24ms
 GET /api/questions? 200 in 34ms
 GET /api/categories 200 in 37ms
 GET /api/companies 200 in 37ms
 GET /api/companies 200 in 46ms
 GET /api/companies 200 in 98ms
 GET /api/companies 200 in 43ms
 ✓ Compiled in 553ms (1530 modules)
 GET /comprehensive 200 in 74ms
 GET /api/auth/me 401 in 59ms
 GET /api/auth/me 401 in 84ms
 GET /api/companies 200 in 192ms
 GET /api/categories 200 in 196ms
 GET /api/questions? 200 in 218ms
 GET /api/companies 200 in 48ms
 GET /api/categories 200 in 67ms
 GET /api/questions? 200 in 93ms
 GET /api/companies 200 in 63ms
 GET /api/companies 200 in 100ms
 GET /api/companies 200 in 79ms
 GET /api/companies 200 in 22ms
 ✓ Compiled in 509ms (1530 modules)
 GET /comprehensive 200 in 62ms
 GET /api/auth/me 401 in 62ms
 GET /api/auth/me 401 in 34ms
 GET /api/categories 200 in 164ms
 GET /api/companies 200 in 166ms
 GET /api/questions? 200 in 181ms
 GET /api/companies 200 in 29ms
 GET /api/categories 200 in 28ms
 GET /api/questions? 200 in 39ms
 GET /api/companies 200 in 29ms
 GET /api/companies 200 in 22ms
 GET /api/companies 200 in 52ms
 GET /api/companies 200 in 53ms
 ✓ Compiled in 517ms (1530 modules)
 ✓ Compiled in 0ms (810 modules)
 ✓ Compiled in 1ms (810 modules)
 GET /api/companies 200 in 571ms
 GET /api/questions? 200 in 579ms
 ✓ Compiled in 0ms (810 modules)
 GET /api/categories 200 in 730ms
 ✓ Compiled in 0ms (810 modules)
 ✓ Compiled in 0ms (810 modules)
 ✓ Compiled in 0ms (810 modules)
 ✓ Compiled in 1ms (810 modules)
 GET /api/companies 200 in 712ms
 GET /api/questions? 200 in 716ms
 GET /api/categories 200 in 694ms
 GET /api/companies 200 in 115ms
 GET /api/questions? 200 in 130ms
 GET /api/categories 200 in 36ms
 GET /api/companies 200 in 26ms
 GET /api/questions? 200 in 42ms
 GET /api/categories 200 in 52ms
 GET /api/companies 200 in 41ms
 GET /api/categories 200 in 32ms
 GET /api/companies 200 in 40ms
 GET /api/questions? 200 in 48ms
 GET /api/categories 200 in 26ms
 GET /api/companies 200 in 24ms
 GET /api/questions? 200 in 25ms
 GET /api/companies 200 in 20ms
 GET /api/categories 200 in 25ms
 GET /api/companies 200 in 27ms
 GET /api/questions? 200 in 42ms
 GET /api/categories 200 in 35ms
 GET /api/companies 200 in 23ms
 GET /api/categories 200 in 28ms
 GET /api/questions? 200 in 36ms
 GET /api/companies 200 in 25ms
 GET /api/categories 200 in 27ms
 GET /api/companies 200 in 26ms
 GET /api/questions? 200 in 35ms
 GET /api/companies 200 in 34ms
 GET /api/categories 200 in 37ms
 GET /api/companies 200 in 21ms
 GET /api/questions? 200 in 31ms
 GET /api/categories 200 in 27ms
 GET /api/companies 200 in 24ms
 GET /api/companies 200 in 35ms
 GET /api/questions? 200 in 44ms
 GET /api/categories 200 in 44ms
 GET /api/categories 200 in 27ms
 GET /api/questions? 200 in 34ms
 GET /api/categories 200 in 25ms
 GET /api/questions? 200 in 26ms
 GET /api/categories 200 in 23ms
 GET /api/questions? 200 in 25ms
 GET /api/questions? 200 in 31ms
 GET /api/questions? 200 in 32ms
 ✓ Compiled in 477ms (1530 modules)
 ✓ Compiled in 553ms (1530 modules)
 GET /comprehensive 200 in 73ms
 GET /api/auth/me 401 in 72ms
 GET /api/auth/me 401 in 65ms
 GET /api/categories 200 in 184ms
 GET /api/companies 200 in 204ms
 GET /api/questions? 200 in 222ms
 GET /api/categories 200 in 55ms
 GET /api/companies 200 in 60ms
 GET /api/questions? 200 in 174ms
 GET /api/companies 200 in 147ms
 GET /api/companies 200 in 53ms
 GET /api/companies 200 in 37ms
 GET /api/companies 200 in 43ms
 ✓ Compiled in 436ms (1530 modules)
 GET /api/companies 200 in 166ms
 GET /api/categories 200 in 170ms
 GET /api/questions? 200 in 199ms
 GET /api/companies 200 in 33ms
 GET /api/categories 200 in 46ms
 GET /api/questions? 200 in 43ms
 GET /api/companies 200 in 41ms
 GET /api/categories 200 in 40ms
 GET /api/questions? 200 in 35ms
 GET /api/companies 200 in 43ms
 GET /api/categories 200 in 28ms
 GET /api/companies 200 in 20ms
 GET /api/categories 200 in 30ms
 GET /api/companies 200 in 38ms
 GET /api/questions? 200 in 51ms
 GET /api/categories 200 in 29ms
 GET /api/companies 200 in 31ms
 GET /api/questions? 200 in 32ms
 GET /api/companies 200 in 29ms
 GET /api/categories 200 in 28ms
 GET /api/companies 200 in 22ms
 GET /api/questions? 200 in 30ms
 GET /api/companies 200 in 24ms
 GET /api/categories 200 in 31ms
 GET /api/companies 200 in 35ms
 GET /api/questions? 200 in 42ms
 GET /api/categories 200 in 27ms
 GET /api/companies 200 in 34ms
 GET /api/questions? 200 in 37ms
 GET /api/categories 200 in 35ms
 GET /api/companies 200 in 20ms
 GET /api/categories 200 in 34ms
 GET /api/companies 200 in 26ms
 GET /api/questions? 200 in 44ms
 GET /api/categories 200 in 29ms
 GET /api/companies 200 in 31ms
 GET /api/questions? 200 in 36ms
 GET /api/companies 200 in 32ms
 GET /api/categories 200 in 43ms
 GET /api/companies 200 in 34ms
 GET /api/questions? 200 in 44ms
 GET /api/categories 200 in 34ms
 GET /api/companies 200 in 24ms
 GET /api/questions? 200 in 33ms
 GET /api/categories 200 in 27ms
 GET /api/categories 200 in 28ms
 GET /api/questions? 200 in 33ms
 GET /api/categories 200 in 28ms
 GET /api/questions? 200 in 30ms
 GET /api/categories 200 in 23ms
 GET /api/questions? 200 in 28ms
 GET /api/questions? 200 in 33ms
 GET /api/questions? 200 in 29ms
 GET /api/questions? 200 in 25ms
ComprehensivePage component rendering...
 GET /comprehensive 200 in 57ms
 GET /api/auth/me 401 in 44ms
 GET /api/companies 200 in 51ms
 GET /api/categories 200 in 61ms
 GET /api/questions? 200 in 70ms
 GET /api/auth/me 401 in 37ms
 GET /api/companies 200 in 22ms
 GET /api/categories 200 in 26ms
 GET /api/questions? 200 in 31ms
 GET /api/companies 200 in 23ms
 GET /api/companies 200 in 19ms
 GET /api/companies 200 in 20ms
 GET /api/companies 200 in 18ms
 ✓ Compiled in 629ms (1530 modules)
ComprehensivePage component rendering...
ComprehensivePageContent rendering with state: {
  loading: true,
  error: null,
  questionsLength: 0,
  filteredQuestionsLength: 0,
  companiesLength: 0,
  categoriesLength: 0
}
 GET /comprehensive 200 in 65ms
 GET /api/auth/me 401 in 59ms
 GET /api/auth/me 401 in 23ms
 GET /api/companies 200 in 170ms
 GET /api/categories 200 in 181ms
 GET /api/questions? 200 in 190ms
 GET /api/companies 200 in 23ms
 GET /api/categories 200 in 26ms
 GET /api/questions? 200 in 35ms
 GET /api/companies 200 in 29ms
 GET /api/companies 200 in 25ms
 GET /api/companies 200 in 58ms
 GET /api/companies 200 in 24ms
 ✓ Compiled in 673ms (1530 modules)
ComprehensivePage component rendering...
ComprehensivePageContent rendering with state: {
  loading: true,
  error: null,
  questionsLength: 0,
  filteredQuestionsLength: 0,
  companiesLength: 0,
  categoriesLength: 0
}
 GET /comprehensive 200 in 70ms
 GET /api/auth/me 401 in 65ms
 GET /api/auth/me 401 in 86ms
 GET /api/categories 200 in 206ms
 GET /api/companies 200 in 214ms
 GET /api/questions? 200 in 227ms
 GET /api/companies 200 in 49ms
 GET /api/categories 200 in 77ms
 GET /api/questions? 200 in 123ms
 GET /api/companies 200 in 44ms
 GET /api/companies 200 in 66ms
 GET /api/companies 200 in 32ms
 GET /api/companies 200 in 41ms
 ✓ Compiled in 619ms (1530 modules)
ComprehensivePage component rendering...
ComprehensivePageContent rendering with state: {
  loading: true,
  error: null,
  questionsLength: 0,
  filteredQuestionsLength: 0,
  companiesLength: 0,
  categoriesLength: 0
}
 GET /comprehensive 200 in 64ms
 GET /api/auth/me 401 in 59ms
 GET /api/auth/me 401 in 50ms
 GET /api/companies 200 in 169ms
 GET /api/categories 200 in 172ms
 GET /api/questions? 200 in 187ms
 GET /api/companies 200 in 24ms
 GET /api/categories 200 in 28ms
 GET /api/questions? 200 in 38ms
 GET /api/companies 200 in 25ms
 GET /api/companies 200 in 46ms
 GET /api/companies 200 in 35ms
 GET /api/companies 200 in 75ms
 ✓ Compiled in 449ms (1530 modules)
ComprehensivePage component rendering...
ComprehensivePageContent rendering with state: {
  loading: true,
  error: null,
  questionsLength: 0,
  filteredQuestionsLength: 0,
  companiesLength: 0,
  categoriesLength: 0
}
 GET /comprehensive 200 in 53ms
 GET /api/auth/me 401 in 72ms
 GET /api/auth/me 401 in 29ms
 GET /api/questions? 200 in 173ms
 GET /api/categories 200 in 177ms
 GET /api/companies 200 in 180ms
 GET /api/companies 200 in 31ms
 GET /api/questions? 200 in 41ms
 GET /api/categories 200 in 36ms
 GET /api/companies 200 in 23ms
 GET /api/companies 200 in 59ms
 GET /api/companies 200 in 43ms
 GET /api/companies 200 in 115ms
 ✓ Compiled in 522ms (1530 modules)
ComprehensivePage component rendering...
ComprehensivePageContent rendering with state: {
  loading: true,
  error: null,
  questionsLength: 0,
  filteredQuestionsLength: 0,
  companiesLength: 0,
  categoriesLength: 0
}
 GET /comprehensive 200 in 65ms
 GET /api/auth/me 401 in 93ms
 GET /api/auth/me 401 in 30ms
 GET /api/companies 200 in 194ms
 GET /api/categories 200 in 211ms
 GET /api/questions? 200 in 212ms
 GET /api/companies 200 in 42ms
 GET /api/categories 200 in 58ms
 GET /api/questions? 200 in 57ms
 GET /api/companies 200 in 71ms
 GET /api/companies 200 in 58ms
 GET /api/companies 200 in 72ms
 GET /api/companies 200 in 57ms
 ✓ Compiled in 478ms (1523 modules)
ComprehensivePage component rendering...
ComprehensivePageContent rendering with state: {
  loading: true,
  error: null,
  questionsLength: 0,
  filteredQuestionsLength: 0,
  companiesLength: 0,
  categoriesLength: 0
}
 GET /comprehensive 200 in 77ms
 GET /api/auth/me 401 in 60ms
 GET /api/auth/me 401 in 45ms
 GET /api/companies 200 in 150ms
 GET /api/questions? 200 in 177ms
 GET /api/categories 200 in 180ms
 GET /api/companies 200 in 28ms
 GET /api/questions? 200 in 38ms
 GET /api/categories 200 in 37ms
 GET /api/companies 200 in 43ms
 GET /api/companies 200 in 86ms
 GET /api/companies 200 in 99ms
 GET /api/companies 200 in 90ms
 ✓ Compiled in 522ms (1523 modules)
 ✓ Compiled in 1ms (803 modules)
 ✓ Compiled in 1ms (803 modules)
 ✓ Compiled in 0ms (803 modules)
 GET /api/companies 200 in 839ms
 GET /api/categories 200 in 853ms
 GET /api/questions? 200 in 857ms
 GET /api/companies 200 in 132ms
 GET /api/categories 200 in 141ms
 GET /api/questions? 200 in 158ms
 GET /api/companies 200 in 35ms
 GET /api/categories 200 in 47ms
 GET /api/companies 200 in 37ms
 GET /api/questions? 200 in 52ms
 GET /api/categories 200 in 41ms
 GET /api/companies 200 in 42ms
 GET /api/questions? 200 in 39ms
 GET /api/categories 200 in 36ms
 GET /api/companies 200 in 36ms
 GET /api/questions? 200 in 39ms
 GET /api/categories 200 in 61ms
 GET /api/companies 200 in 63ms
 GET /api/questions? 200 in 38ms
 GET /api/companies 200 in 47ms
 GET /api/categories 200 in 39ms
 GET /api/questions? 200 in 36ms
 GET /api/companies 200 in 33ms
 GET /api/categories 200 in 47ms
 GET /api/questions? 200 in 33ms
 GET /api/companies 200 in 32ms
 GET /api/categories 200 in 24ms
 GET /api/companies 200 in 26ms
 GET /api/questions? 200 in 31ms
 GET /api/categories 200 in 23ms
 GET /api/companies 200 in 20ms
 GET /api/questions? 200 in 31ms
 GET /api/categories 200 in 31ms
 GET /api/companies 200 in 25ms
 GET /api/companies 200 in 25ms
 GET /api/categories 200 in 32ms
 GET /api/questions? 200 in 35ms
 GET /api/companies 200 in 17ms
 GET /api/categories 200 in 22ms
 GET /api/companies 200 in 23ms
 GET /api/questions? 200 in 30ms
 GET /api/categories 200 in 22ms
 GET /api/companies 200 in 21ms
 GET /api/questions? 200 in 27ms
 GET /api/categories 200 in 26ms
 GET /api/companies 200 in 23ms
 GET /api/companies 200 in 24ms
 GET /api/questions? 200 in 34ms
 GET /api/categories 200 in 35ms
 GET /api/companies 200 in 18ms
 GET /api/categories 200 in 32ms
 GET /api/questions? 200 in 34ms
 GET /api/companies 200 in 25ms
 GET /api/categories 200 in 26ms
 GET /api/companies 200 in 25ms
 GET /api/questions? 200 in 25ms
 GET /api/companies 200 in 19ms
 GET /api/categories 200 in 23ms
 GET /api/companies 200 in 23ms
 GET /api/questions? 200 in 35ms
 GET /api/categories 200 in 24ms
 GET /api/companies 200 in 18ms
 GET /api/questions? 200 in 27ms
 GET /api/categories 200 in 24ms
 GET /api/companies 200 in 25ms
 GET /api/companies 200 in 25ms
 GET /api/categories 200 in 27ms
 GET /api/questions? 200 in 34ms
 GET /api/companies 200 in 18ms
 GET /api/categories 200 in 26ms
 GET /api/companies 200 in 26ms
 GET /api/questions? 200 in 38ms
 GET /api/companies 200 in 23ms
 GET /api/categories 200 in 31ms
 GET /api/questions? 200 in 32ms
 GET /api/companies 200 in 24ms
 GET /api/categories 200 in 24ms
 GET /api/companies 200 in 25ms
 GET /api/categories 200 in 28ms
 GET /api/questions? 200 in 36ms
 GET /api/categories 200 in 26ms
 GET /api/questions? 200 in 29ms
 GET /api/categories 200 in 19ms
 GET /api/questions? 200 in 24ms
 GET /api/categories 200 in 21ms
 GET /api/questions? 200 in 38ms
 GET /api/categories 200 in 24ms
 GET /api/categories 200 in 25ms
 GET /api/questions? 200 in 32ms
 GET /api/categories 200 in 18ms
 GET /api/questions? 200 in 24ms
 GET /api/questions? 200 in 24ms
 GET /api/questions? 200 in 26ms
 GET /api/questions? 200 in 25ms
 GET /api/questions? 200 in 28ms
 GET /api/questions? 200 in 25ms
 ✓ Compiled in 873ms (1523 modules)
ComprehensivePageContent rendering with state: {
  loading: true,
  error: null,
  questionsLength: 0,
  filteredQuestionsLength: 0,
  companiesLength: 0,
  categoriesLength: 0
}
 GET /comprehensive 200 in 106ms
ComprehensivePageContent rendering with state: {
  loading: true,
  error: null,
  questionsLength: 0,
  filteredQuestionsLength: 0,
  companiesLength: 0,
  categoriesLength: 0
}
 GET /comprehensive 200 in 81ms
ComprehensivePageContent rendering with state: {
  loading: true,
  error: null,
  questionsLength: 0,
  filteredQuestionsLength: 0,
  companiesLength: 0,
  categoriesLength: 0
}
 GET /comprehensive 200 in 81ms
ComprehensivePageContent rendering with state: {
  loading: true,
  error: null,
  questionsLength: 0,
  filteredQuestionsLength: 0,
  companiesLength: 0,
  categoriesLength: 0
}
 GET /comprehensive 200 in 42ms
ComprehensivePageContent rendering with state: {
  loading: true,
  error: null,
  questionsLength: 0,
  filteredQuestionsLength: 0,
  companiesLength: 0,
  categoriesLength: 0
}
 GET /comprehensive 200 in 46ms
 GET /api/auth/me 401 in 62ms
 GET /api/auth/me 401 in 55ms
 GET /api/companies 200 in 177ms
 GET /api/questions? 200 in 210ms
 GET /api/categories 200 in 211ms
 GET /api/companies 200 in 23ms
 GET /api/auth/me 401 in 26ms
 GET /api/questions? 200 in 34ms
 GET /api/categories 200 in 36ms
 GET /api/auth/me 401 in 41ms
