  ▲ Next.js 14.2.28
  - Local:        http://localhost:3000
  - Environments: .env
  - Experiments (use with caution):
 GET /api/companies 401 in 596ms
 GET /api/companies 401 in 559ms
 GET /api/companies 401 in 559ms
 GET /api/companies 401 in 559ms
 GET /api/companies 401 in 559ms
 GET /api/stories? 401 in 695ms
 GET /login 200 in 616ms
 GET /api/categories 500 in 767ms
 GET /api/auth/me 401 in 187ms
 GET /api/auth/me 401 in 187ms
 GET /api/auth/me 401 in 186ms
 GET /api/questions?critical=true&company=meta 500 in 841ms
 GET /api/faqs 200 in 930ms
 GET /api/tags 500 in 806ms
 GET /api/questions?company=meta 500 in 810ms
 GET /api/auth/me 401 in 110ms
 GET /api/companies 401 in 118ms
 GET /api/companies 401 in 125ms
 GET /api/companies 401 in 125ms
 GET /api/companies 401 in 125ms
 GET /api/companies 401 in 125ms
 GET /api/companies 401 in 125ms
 GET /api/stories? 401 in 149ms
 GET /api/categories 500 in 162ms
 GET /login 200 in 243ms
 GET /api/tags 500 in 196ms
 GET /api/faqs 200 in 196ms
 GET /api/questions?critical=true&company=meta 500 in 200ms
 GET /api/questions?company=meta 500 in 205ms
 GET /login 200 in 246ms
 GET /api/companies 401 in 220ms
 GET /api/companies 401 in 220ms
 GET /api/companies 401 in 219ms
 GET /api/companies 401 in 219ms
 GET /api/stories? 401 in 203ms
 GET /api/tags 500 in 141ms
 GET /api/companies 401 in 76ms
 GET /api/companies 401 in 75ms
 GET /api/companies 401 in 74ms
 GET /api/stories? 401 in 68ms
 GET /api/tags 500 in 68ms
 GET /api/companies 401 in 50ms
 GET /login 200 in 24ms
 GET /login 200 in 57ms
 GET /api/auth/me 401 in 68ms
 GET /api/auth/me 401 in 50ms
 GET /api/companies 401 in 79ms
 GET /api/companies 401 in 79ms
 GET /api/auth/me 401 in 95ms
 GET /api/auth/me 401 in 89ms
 GET /api/companies 401 in 38ms
 GET /api/companies 401 in 53ms
 GET /api/companies 401 in 29ms
 GET /api/companies 401 in 31ms
 GET /api/companies 401 in 24ms
 GET /api/companies 401 in 26ms
 GET /api/auth/me 401 in 21ms
 GET /api/companies 401 in 29ms
 GET /api/auth/me 401 in 25ms
 GET /api/companies 401 in 17ms
 GET /api/companies 401 in 21ms
 GET /api/companies 401 in 18ms
 GET /login 200 in 84ms
 ○ Compiling /signup ...
 ✓ Compiled /signup in 695ms (1665 modules)
 GET /api/auth/me 401 in 513ms
 GET /api/companies 401 in 429ms
 GET /?redirect=%2Fretrospective&company=meta 200 in 1191ms
 GET /login?redirect=%2Fretrospective 200 in 1105ms
 GET /companies?redirect=%2Fretrospective&company=meta 200 in 1148ms
 GET /stories?redirect=%2Fretrospective&company=meta 200 in 1148ms
 GET /critical?redirect=%2Fretrospective&company=meta 200 in 1152ms
 GET /signup 200 in 1220ms
 GET /comprehensive?redirect=%2Fretrospective&company=meta 200 in 1155ms
 GET /faq?redirect=%2Fretrospective&company=meta 200 in 1144ms
 GET /api/auth/me 401 in 224ms
 GET /api/companies 401 in 249ms
 GET /api/companies 401 in 97ms
 GET /api/companies 401 in 40ms
 GET /api/auth/me 401 in 113ms
 GET /api/auth/me 401 in 112ms
 GET /api/auth/me 401 in 153ms
 GET /api/companies 401 in 181ms
 GET /api/companies 401 in 180ms
 GET /api/auth/me 401 in 176ms
 GET /api/auth/me 401 in 175ms
 GET /api/auth/me 401 in 90ms
 GET /api/companies 401 in 135ms
 GET /api/companies 401 in 134ms
 GET /api/companies 401 in 134ms
 GET /api/companies 401 in 134ms
 GET /api/auth/me 401 in 146ms
 GET /api/auth/me 401 in 144ms
 GET /api/auth/me 401 in 130ms
 GET /api/auth/me 401 in 130ms
 GET /api/auth/me 401 in 168ms
 GET /api/companies 401 in 170ms
 GET /api/companies 401 in 141ms
 GET /api/auth/me 401 in 137ms
 GET /api/auth/me 401 in 137ms
 GET /api/auth/me 401 in 137ms
 GET /api/stories? 401 in 171ms
 GET /api/companies 401 in 128ms
 GET /api/companies 401 in 127ms
 GET /api/auth/me 401 in 136ms
 GET /api/auth/me 401 in 136ms
 GET /api/questions?critical=true&company=meta 500 in 283ms
 GET /api/questions?company=meta 500 in 306ms
 GET /api/companies 401 in 91ms
 GET /api/companies 401 in 91ms
 GET /api/companies 401 in 91ms
 GET /api/companies 401 in 91ms
 GET /api/faqs 200 in 331ms
 GET /api/categories 500 in 340ms
 GET /api/tags 500 in 259ms
 GET /api/companies 401 in 84ms
 GET /api/companies 401 in 84ms
 GET /login 200 in 88ms
 GET /api/stories? 401 in 114ms
 GET /api/companies 401 in 151ms
 GET /api/companies 401 in 151ms
 GET /api/companies 401 in 104ms
 GET /api/companies 401 in 104ms
 GET /api/companies 401 in 104ms
 GET /api/companies 401 in 103ms
 GET /api/questions?critical=true&company=meta 500 in 156ms
 GET /api/questions?company=meta 500 in 129ms
 GET /api/categories 500 in 118ms
 GET /api/faqs 200 in 126ms
 GET /login 200 in 126ms
 GET /api/companies 401 in 117ms
 GET /api/companies 401 in 117ms
 GET /api/tags 500 in 141ms
 GET /login 200 in 190ms
 GET /api/companies 401 in 97ms
 GET /api/companies 401 in 96ms
 GET /api/companies 401 in 96ms
 GET /api/companies 401 in 96ms
 GET /api/companies 401 in 96ms
 GET /api/companies 401 in 96ms
 GET /api/stories? 401 in 116ms
 GET /api/companies 401 in 114ms
 GET /api/tags 500 in 139ms
 GET /login 200 in 175ms
 GET /api/companies 401 in 98ms
 GET /api/companies 401 in 98ms
 GET /api/stories? 401 in 100ms
 GET /api/tags 500 in 78ms
 GET /api/companies 401 in 45ms
 GET /api/companies 401 in 45ms
 GET /login 200 in 48ms
 GET /api/companies 401 in 37ms
 GET /login 200 in 61ms
 GET /api/companies 401 in 46ms
 GET /api/auth/me 401 in 59ms
 GET /api/companies 401 in 76ms
 GET /api/companies 401 in 76ms
 GET /api/companies 401 in 76ms
 GET /api/auth/me 401 in 70ms
 GET /api/auth/me 401 in 70ms
 GET /api/companies 401 in 60ms
 GET /api/auth/me 401 in 36ms
 GET /api/companies 401 in 32ms
 GET /api/companies 401 in 20ms
 GET /api/companies 401 in 21ms
 GET /api/companies 401 in 23ms
 GET /api/auth/me 401 in 36ms
 GET /api/companies 401 in 41ms
 GET /api/auth/me 401 in 28ms
 GET /api/companies 401 in 20ms
 GET /api/companies 401 in 19ms
 GET /api/companies 401 in 19ms
 GET /comprehensive?redirect=/retrospective&company=meta 200 in 57ms
 GET / 200 in 133ms
 GET /signup 200 in 136ms
 GET /?redirect=/retrospective&company=meta 200 in 136ms
 GET /?company=meta 200 in 138ms
 GET /critical?redirect=/retrospective&company=meta 200 in 144ms
 GET /companies?redirect=/retrospective&company=meta 200 in 144ms
 GET /stories?company=meta 200 in 147ms
 GET /login?redirect=/retrospective 200 in 156ms
 GET /login?redirect=/retrospective 200 in 156ms
 GET /comprehensive?company=meta 200 in 89ms
 GET /faq?redirect=/retrospective&company=meta 200 in 112ms
 GET /stories?redirect=/retrospective&company=meta 200 in 112ms
 GET /login 200 in 117ms
 GET /faq?company=meta 200 in 113ms
 GET /critical?company=meta 200 in 123ms
 GET /companies?company=meta 200 in 129ms
 GET / 200 in 47ms
 GET /api/auth/me 401 in 52ms
 GET /api/companies 401 in 53ms
 GET /api/auth/me 401 in 42ms
 GET /api/companies 401 in 42ms
 GET /api/companies 401 in 24ms
 GET /api/companies 401 in 18ms
 GET /api/companies 401 in 21ms
 GET /api/companies 401 in 23ms
 GET /api/companies 401 in 23ms
 GET /api/companies 401 in 24ms
 GET /api/companies 401 in 18ms
 GET /login 200 in 33ms
 GET /api/auth/me 401 in 30ms
 GET /api/companies 401 in 34ms
 GET /api/auth/me 401 in 32ms
 GET /api/companies 401 in 18ms
 GET /api/companies 401 in 19ms
 GET /api/companies 401 in 18ms
 GET / 200 in 51ms
 GET /api/auth/me 401 in 41ms
 GET /api/companies 401 in 53ms
 GET /api/auth/me 401 in 45ms
 GET /api/companies 401 in 35ms
 GET /api/companies 401 in 30ms
 GET /api/companies 401 in 21ms
 GET /api/companies 401 in 20ms
 GET /api/companies 401 in 19ms
 GET /api/companies 401 in 23ms
 GET /api/companies 401 in 22ms
 ✓ Compiled /api/auth/login in 318ms (864 modules)
 POST /api/auth/login 200 in 788ms
 GET /api/companies 500 in 98ms
 ✓ Compiled in 786ms (1636 modules)
 GET /api/companies 200 in 111ms
 ✓ Compiled in 709ms (1636 modules)
 ✓ Compiled in 562ms (1636 modules)
 GET / 200 in 95ms
 GET / 200 in 35ms
 ✓ Compiled in 524ms (1636 modules)
 ✓ Compiled in 538ms (1636 modules)
 ✓ Compiled in 566ms (1636 modules)
 ✓ Compiled in 525ms (1634 modules)
 ✓ Compiled in 523ms (1631 modules)
 GET /login 200 in 82ms
 ✓ Compiled /api/auth/me in 257ms (861 modules)
 GET /api/auth/me 401 in 617ms
 GET /api/companies 401 in 600ms
 GET /api/auth/me 401 in 28ms
 GET /api/companies 401 in 31ms
 GET /api/companies 401 in 21ms
 GET /api/companies 401 in 24ms
 ✓ Compiled /api/auth/login in 167ms (864 modules)
 POST /api/auth/login 200 in 530ms
 GET / 200 in 58ms
 GET /api/auth/me 401 in 35ms
 GET /api/companies 401 in 74ms
 GET /api/auth/me 401 in 67ms
 GET /api/companies 401 in 24ms
 GET /api/companies 401 in 25ms
 GET /api/companies 401 in 31ms
 GET /api/companies 401 in 31ms
 GET /api/companies 401 in 31ms
 GET /api/companies 401 in 52ms
 GET /api/companies 401 in 72ms
 GET /api/auth/me 200 in 52ms
 ✓ Compiled in 712ms (1636 modules)
 ✓ Compiled in 594ms (1636 modules)
 ✓ Compiled in 310ms (772 modules)
 POST /api/auth/login 200 in 354ms
 GET /api/companies 200 in 106ms
 GET /login 200 in 135ms
 GET /api/auth/me 401 in 44ms
 GET /api/companies 401 in 64ms
 GET /api/auth/me 401 in 48ms
 GET /api/companies 401 in 38ms
 GET /api/companies 401 in 37ms
 GET /api/companies 401 in 36ms
 ✓ Compiled in 409ms (772 modules)
 ✓ Compiled in 948ms (1800 modules)
 ○ Compiling /test-auth ...
 ✓ Compiled /test-auth in 688ms (1631 modules)
 GET /test-auth 200 in 787ms
 GET /api/auth/me 401 in 49ms
 GET /api/companies 401 in 63ms
 GET /api/auth/me 401 in 40ms
 GET /api/auth/me 401 in 34ms
 GET /api/companies 401 in 39ms
 GET /api/auth/me 401 in 27ms
 GET /api/companies 401 in 23ms
 GET /api/companies 401 in 21ms
 GET /api/companies 401 in 22ms
 GET /api/companies 401 in 19ms
 ✓ Compiled in 591ms (1640 modules)
 ✓ Compiled in 533ms (1640 modules)
 GET /api/auth/me 200 in 33ms
 GET /api/companies 200 in 108ms
 GET /test-auth 200 in 70ms
 GET /api/auth/me 401 in 73ms
 GET /api/companies 401 in 81ms
 GET /api/auth/me 401 in 52ms
 GET /api/auth/me 401 in 49ms
 GET /api/companies 401 in 55ms
 GET /api/auth/me 401 in 55ms
 GET /api/companies 401 in 43ms
 GET /api/companies 401 in 37ms
 GET /api/companies 401 in 67ms
 GET /api/companies 401 in 47ms
 GET /login 200 in 40ms
 GET /api/auth/me 401 in 35ms
 GET /api/companies 401 in 35ms
 GET /api/auth/me 401 in 30ms
 GET /api/companies 401 in 24ms
 GET /api/companies 401 in 22ms
 GET /api/companies 401 in 19ms
 ✓ Compiled /api/auth/login in 162ms (869 modules)
 POST /api/auth/login 200 in 521ms
 GET /api/auth/me 200 in 23ms
 GET /api/companies 200 in 102ms
 GET /api/companies 200 in 22ms
 ✓ Compiled /_not-found in 373ms (1634 modules)
 GET /api/critical 404 in 448ms
 ✓ Compiled /api/search in 236ms (872 modules)
 GET /api/search?q=leadership 500 in 367ms
 GET /api/critical 404 in 32ms
 GET /api/auth/me 200 in 29ms
 GET /api/companies 200 in 103ms
 GET /api/companies 200 in 22ms
 GET /api/companies 200 in 21ms
 ✓ Compiled in 452ms (774 modules)
 ✓ Compiled in 322ms (774 modules)
 ✓ Compiled in 312ms (774 modules)
 GET / 200 in 44ms
 GET / 200 in 36ms
 GET / 200 in 35ms
 GET /api/auth/me 401 in 23ms
 GET /api/companies 401 in 20ms
 GET /api/auth/me 401 in 18ms
 GET /api/companies 401 in 17ms
 GET /api/companies 401 in 16ms
 GET /api/companies 401 in 17ms
 GET /api/companies 401 in 16ms
 GET /api/companies 401 in 17ms
 GET /api/companies 401 in 21ms
 GET /api/companies 401 in 19ms
 GET / 200 in 47ms
 GET / 200 in 52ms
 GET / 200 in 41ms
 GET /api/companies 401 in 25ms
 GET /api/auth/me 401 in 27ms
 GET /api/auth/me 401 in 24ms
 GET /api/companies 401 in 22ms
 GET /api/companies 401 in 17ms
 GET /api/companies 401 in 19ms
 GET /api/companies 401 in 16ms
 GET /api/companies 401 in 19ms
 GET /api/companies 401 in 17ms
 GET /api/companies 401 in 16ms
 ✓ Compiled in 1122ms (1520 modules)
 ✓ Compiled in 336ms (774 modules)
 ✓ Compiled in 347ms (774 modules)
 ✓ Compiled in 397ms (774 modules)
 ✓ Compiled in 399ms (774 modules)
 ✓ Compiled in 817ms (1520 modules)
 ✓ Compiled in 916ms (1537 modules)
 ✓ Compiled in 525ms (1537 modules)
 ✓ Compiled in 529ms (782 modules)
 ✓ Compiled in 381ms (782 modules)
 ✓ Compiled in 377ms (782 modules)
 ✓ Compiled in 365ms (782 modules)
 ✓ Compiled in 370ms (782 modules)
 ✓ Compiled in 496ms (782 modules)
 ✓ Compiled in 358ms (782 modules)
[?25h
