  ▲ Next.js 14.2.28
  - Local:        http://localhost:3000
  - Environments: .env
  - Experiments (use with caution):
 GET /api/companies 200 in 178ms
 GET /api/companies 200 in 179ms
 GET /api/companies 200 in 198ms
 GET /api/companies 200 in 199ms
 ✓ Compiled /api/faqs in 311ms (880 modules)
 ✓ Compiled (888 modules)
 GET /api/auth/me 401 in 689ms
 GET /api/auth/me 401 in 689ms
 GET /api/auth/me 401 in 650ms
 GET /api/auth/me 401 in 644ms
 GET /api/auth/me 401 in 644ms
 GET /api/auth/me 401 in 619ms
 GET /api/auth/me 401 in 607ms
 GET /api/companies 200 in 755ms
 GET /api/auth/me 401 in 98ms
 GET /api/auth/me 401 in 98ms
 GET /api/companies 200 in 587ms
 GET /api/companies 200 in 587ms
 GET /api/companies 200 in 705ms
 GET /api/companies 200 in 664ms
 GET /api/auth/me 401 in 49ms
 GET /api/auth/me 401 in 49ms
 GET /api/companies 200 in 750ms
 GET /api/companies 200 in 724ms
 GET /api/companies 200 in 89ms
 GET /api/companies 200 in 54ms
 GET /api/companies 200 in 54ms
 GET /api/companies 200 in 55ms
 GET /api/companies 200 in 56ms
 GET /api/questions?critical=true&company=meta 200 in 945ms
 GET /api/stories? 200 in 873ms
 GET /api/companies 200 in 63ms
 GET /api/companies 200 in 64ms
 GET /api/tags 200 in 878ms
 GET /api/categories 200 in 859ms
 GET /api/questions?company=meta 200 in 868ms
 GET /api/faqs 200 in 798ms
 GET /api/companies 200 in 58ms
 GET /api/companies 200 in 56ms
 GET /api/companies 200 in 58ms
 GET /api/companies 200 in 59ms
 GET /api/companies 200 in 62ms
 GET /api/companies 200 in 65ms
 GET /api/questions?critical=true&company=meta 200 in 82ms
 GET /api/stories? 200 in 91ms
 GET /api/companies 200 in 43ms
 GET /api/companies 200 in 52ms
 GET /api/categories 200 in 71ms
 GET /api/questions?company=meta 200 in 72ms
 GET /api/tags 200 in 74ms
 GET /api/faqs 200 in 75ms
 GET /api/companies 200 in 86ms
 GET /api/companies 200 in 86ms
 GET /api/companies 200 in 87ms
 GET /api/companies 200 in 88ms
 GET /api/stories? 200 in 107ms
 GET /api/companies 200 in 64ms
 GET /api/tags 200 in 70ms
 GET /api/companies 200 in 74ms
 GET /api/companies 200 in 75ms
 GET /api/stories? 200 in 51ms
 GET /api/tags 200 in 21ms
 GET /api/companies 200 in 28ms
 GET /?redirect=%2Fretrospective&company=meta 200 in 134ms
 GET /comprehensive?redirect=%2Fretrospective&company=meta 200 in 138ms
 GET /critical?redirect=%2Fretrospective&company=meta 200 in 203ms
 GET /stories?redirect=%2Fretrospective&company=meta 200 in 224ms
 GET /faq?redirect=%2Fretrospective&company=meta 200 in 232ms
 GET /login?redirect=%2Fretrospective 200 in 237ms
 GET /api/auth/me 401 in 93ms
 GET /api/companies 200 in 103ms
 GET /api/auth/me 401 in 81ms
 GET /api/auth/me 401 in 81ms
 GET /api/auth/me 401 in 71ms
 GET /api/auth/me 401 in 71ms
 GET /api/auth/me 401 in 71ms
 GET /api/auth/me 401 in 70ms
 GET /api/companies 200 in 101ms
 GET /api/companies 200 in 101ms
 GET /api/companies 200 in 102ms
 GET /api/companies 200 in 103ms
 GET /api/companies 200 in 104ms
 GET /api/categories 200 in 107ms
 GET /api/questions?company=meta 200 in 126ms
 GET /api/questions?critical=true&company=meta 200 in 116ms
 GET /api/stories? 200 in 136ms
 GET /api/tags 200 in 137ms
 GET /api/faqs 200 in 137ms
 GET /api/auth/me 401 in 127ms
 GET /api/auth/me 401 in 126ms
 GET /api/auth/me 401 in 126ms
 GET /api/auth/me 401 in 125ms
 GET /api/auth/me 401 in 124ms
 GET /api/companies 200 in 75ms
 GET /api/companies 200 in 63ms
 GET /api/companies 200 in 65ms
 GET /api/companies 200 in 69ms
 GET /api/companies 200 in 71ms
 GET /api/categories 200 in 98ms
 GET /api/companies 200 in 99ms
 GET /api/questions?company=meta 200 in 101ms
 GET /api/questions?critical=true&company=meta 200 in 101ms
 GET /api/stories? 200 in 109ms
 GET /api/tags 200 in 114ms
 GET /api/faqs 200 in 117ms
 GET /api/companies 200 in 60ms
 GET /api/companies 200 in 38ms
 GET /api/companies 200 in 58ms
 GET /api/companies 200 in 59ms
 GET /api/companies 200 in 59ms
 GET /api/companies 200 in 41ms
 GET /api/tags 200 in 53ms
 GET /api/stories? 200 in 61ms
 GET /api/companies 200 in 55ms
 GET /api/companies 200 in 55ms
 GET /api/companies 200 in 56ms
 GET /api/companies 200 in 58ms
 GET /api/companies 200 in 59ms
 GET /api/companies 200 in 60ms
 GET /api/tags 200 in 59ms
 GET /api/stories? 200 in 73ms
 GET /api/companies 200 in 43ms
 GET /api/companies 200 in 27ms
 GET /api/companies 200 in 28ms
 GET /api/companies 200 in 25ms
 GET /api/companies 200 in 30ms
 GET /api/companies 200 in 31ms
 GET /api/companies 200 in 23ms
 GET /api/companies 200 in 17ms
 GET /?company=meta 200 in 102ms
 GET /?redirect=/retrospective&company=meta 200 in 103ms
 GET /stories?company=meta 200 in 102ms
 GET /stories?redirect=/retrospective&company=meta 200 in 103ms
 GET /signup 200 in 109ms
 GET / 200 in 109ms
 GET /comprehensive?redirect=/retrospective&company=meta 200 in 111ms
 GET /critical?redirect=/retrospective&company=meta 200 in 113ms
 GET /login?redirect=/retrospective 200 in 128ms
 GET /login?redirect=/retrospective 200 in 130ms
 GET /comprehensive?company=meta 200 in 65ms
 GET /critical?company=meta 200 in 76ms
 GET /login 200 in 78ms
 GET /faq?redirect=/retrospective&company=meta 200 in 81ms
 GET /faq?company=meta 200 in 82ms
 GET /stories 200 in 28ms
 GET /api/auth/me 401 in 27ms
 GET /api/companies 200 in 34ms
 GET /api/auth/me 401 in 34ms
 GET /api/tags 200 in 36ms
 GET /api/stories? 200 in 45ms
 GET /api/companies 200 in 28ms
 GET /api/tags 200 in 31ms
 GET /api/stories? 200 in 23ms
 GET /api/companies 200 in 19ms
 GET /api/tags 200 in 18ms
 GET /api/stories? 200 in 22ms
 GET /api/companies 200 in 19ms
 GET /api/tags 200 in 18ms
 GET /api/stories? 200 in 22ms
 GET /api/stories 200 in 21ms
 ✓ Compiled /api/tags/suggestions in 230ms (890 modules)
 POST /api/tags/suggestions 200 in 380ms
 GET /api/stories?tags=Leadership 200 in 103ms
 GET /api/tags 200 in 98ms
 GET /api/stories 200 in 20ms
 GET /api/tags 200 in 15ms
 POST /api/tags/suggestions 200 in 15ms
 GET /api/stories?search=team 200 in 16ms
 GET /api/stories?tags=Leadership 200 in 15ms
 ✓ Compiled in 687ms (1647 modules)
[?25h
